date,coin_id,open,close,volume_24h
2013-04-28,1,,,0.0
2013-04-28,2,,,0.0
2013-04-29,1,134.444000244141,144.539993286133,0.0
2013-04-29,2,4.36675977706909,4.38390016555786,0.0
2013-04-30,1,144.0,139.0,0.0
2013-04-30,2,4.40352010726929,4.29649019241333,0.0
2013-05-01,1,139.0,116.98999786377,0.0
2013-05-01,2,4.28953981399536,3.80100989341736,0.0
2013-05-02,1,116.379997253418,105.209999084473,0.0
2013-05-02,2,3.78001999855042,3.37197995185852,0.0
2013-05-03,1,106.25,97.75,0.0
2013-05-03,2,3.39043998718262,3.04490995407104,0.0
2013-05-04,1,98.0999984741211,112.5,0.0
2013-05-04,2,3.0322699546814,3.4796199798584,0.0
2013-05-05,1,112.900001525879,115.910003662109,0.0
2013-05-05,2,3.49312996864319,3.5908899307251,0.0
2013-05-06,1,115.980003356934,112.300003051758,0.0
2013-05-06,2,3.59421992301941,3.37124991416931,0.0
2013-05-07,1,112.25,111.5,0.0
2013-05-07,2,3.3708701133728,3.33274006843567,0.0
2013-05-08,1,109.599998474121,113.56600189209,0.0
2013-05-08,2,3.28362011909485,3.40924000740051,0.0
2013-05-09,1,113.199996948242,112.669998168945,0.0
2013-05-09,2,3.39939999580383,3.41615009307861,0.0
2013-05-10,1,112.799003601074,117.199996948242,0.0
2013-05-10,2,3.40652990341187,3.44334006309509,0.0
2013-05-11,1,117.699996948242,115.24299621582,0.0
2013-05-11,2,3.46038007736206,3.34895992279053,0.0
2013-05-12,1,115.639999389648,115.0,0.0
2013-05-12,2,3.36280989646912,3.26944994926453,0.0
2013-05-13,1,114.819999694824,117.980003356934,0.0
2013-05-13,2,3.26089000701904,3.27983999252319,0.0
2013-05-14,1,117.980003356934,111.5,0.0
2013-05-14,2,3.28100991249084,2.82430005073547,0.0
2013-05-15,1,111.400001525879,114.220001220703,0.0
2013-05-15,2,2.82399010658264,2.93545007705688,0.0
2013-05-16,1,114.220001220703,118.76000213623,0.0
2013-05-16,2,2.9297399520874,2.91912007331848,0.0
2013-05-17,1,118.209999084473,123.014999389648,0.0
2013-05-17,2,2.89141988754272,3.18608999252319,0.0
2013-05-18,1,123.5,123.498001098633,0.0
2013-05-18,2,3.19864988327026,3.29492998123169,0.0
2013-05-19,1,123.210998535156,121.98999786377,0.0
2013-05-19,2,3.30205011367798,3.30348992347717,0.0
2013-05-20,1,122.5,122.0,0.0
2013-05-20,2,3.3148500919342,3.18176007270813,0.0
2013-05-21,1,122.019996643066,122.879997253418,0.0
2013-05-21,2,3.19325995445251,3.08675003051758,0.0
2013-05-22,1,122.889999389648,123.888999938965,0.0
2013-05-22,2,3.09190988540649,3.12075996398926,0.0
2013-05-23,1,123.800003051758,126.699996948242,0.0
2013-05-23,2,3.1185200214386,3.18144011497498,0.0
2013-05-24,1,126.300003051758,133.199996948242,0.0
2013-05-24,2,3.17013001441956,3.17948007583618,0.0
2013-05-25,1,133.100006103516,131.979995727539,0.0
2013-05-25,2,3.18775010108948,3.1186900138855,0.0
2013-05-26,1,131.985992431641,133.479995727539,0.0
2013-05-26,2,3.12410998344421,3.24889993667603,0.0
2013-05-27,1,133.5,129.744995117188,0.0
2013-05-27,2,3.23070001602173,3.100909948349,0.0
2013-05-28,1,129.770004272461,129.0,0.0
2013-05-28,2,3.10279989242554,3.092129945755,0.0
2013-05-29,1,129.0,132.300003051758,0.0
2013-05-29,2,3.092129945755,3.09581995010376,0.0
2013-05-30,1,132.25,128.79899597168,0.0
2013-05-30,2,3.07746005058289,2.97139000892639,0.0
2013-05-31,1,128.79899597168,129.0,0.0
2013-05-31,2,2.97139000892639,2.95668005943298,0.0
2013-06-01,1,128.815002441406,129.300003051758,0.0
2013-06-01,2,2.94214010238647,2.82649993896484,0.0
2013-06-02,1,129.300003051758,122.291999816895,0.0
2013-06-02,2,2.82779002189636,2.72711992263794,0.0
